series_id,group_id,surface
1160,1160,23,wood
1161,1161,1,tiled
1162,1162,0,concrete
1163,1163,8,tiled
1164,1164,0,concrete
1165,1165,25,carpet
1166,1166,13,fine_concrete
1167,1167,8,tiled
1168,1168,19,soft_pvc
1169,1169,11,tiled
1170,1170,26,soft_pvc
1171,1171,0,concrete
1172,1172,4,soft_tiles
1173,1173,8,tiled
1174,1174,13,fine_concrete
1175,1175,19,soft_pvc
1176,1176,15,soft_tiles
1177,1177,14,wood
1178,1178,33,hard_tiles_large_space
1179,1179,22,soft_tiles
1180,1180,18,soft_pvc
1181,1181,1,tiled
1182,1182,9,soft_tiles
1183,1183,15,soft_tiles
1184,1184,6,soft_pvc
1185,1185,32,concrete
1186,1186,8,tiled
1187,1187,25,carpet
1188,1188,20,concrete
1189,1189,23,wood
1190,1190,28,tiled
1191,1191,14,wood
1192,1192,0,concrete
1193,1193,27,hard_tiles
1194,1194,22,soft_tiles
1195,1195,23,wood
1196,1196,3,soft_pvc
1197,1197,22,soft_tiles
1198,1198,22,soft_tiles
1199,1199,8,tiled
1200,1200,15,soft_tiles
1201,1201,6,soft_pvc
1202,1202,32,concrete
1203,1203,10,wood
1204,1204,34,soft_pvc
1205,1205,34,soft_pvc
1206,1206,8,tiled
1207,1207,15,soft_tiles
1208,1208,8,tiled
1209,1209,6,soft_pvc
1210,1210,20,concrete
1211,1211,20,concrete
1212,1212,14,wood
1213,1213,32,concrete
1214,1214,12,concrete
1215,1215,3,soft_pvc
1216,1216,12,concrete
1217,1217,22,soft_tiles
1218,1218,0,concrete
1219,1219,22,soft_tiles
1220,1220,29,soft_pvc
1221,1221,32,concrete
1222,1222,31,concrete
1223,1223,16,hard_tiles_large_space
1224,1224,21,soft_tiles
1225,1225,22,soft_tiles
1226,1226,15,soft_tiles
1227,1227,26,soft_pvc
1228,1228,23,wood
1229,1229,19,soft_pvc
1230,1230,8,tiled
1231,1231,13,fine_concrete
1232,1232,15,soft_tiles
1233,1233,25,carpet
1234,1234,11,tiled
1235,1235,34,soft_pvc
1236,1236,16,hard_tiles_large_space
1237,1237,7,carpet
1238,1238,31,concrete
1239,1239,7,carpet
1240,1240,18,soft_pvc
1241,1241,14,wood
1242,1242,15,soft_tiles
1243,1243,15,soft_tiles
1244,1244,31,concrete
1245,1245,9,soft_tiles
1246,1246,32,concrete
1247,1247,34,soft_pvc
1248,1248,26,soft_pvc
1249,1249,0,concrete
1250,1250,13,fine_concrete
1251,1251,29,soft_pvc
1252,1252,3,soft_pvc
1253,1253,14,wood
1254,1254,11,tiled
1255,1255,22,soft_tiles
1256,1256,22,soft_tiles
1257,1257,28,tiled
1258,1258,0,concrete
1259,1259,7,carpet
1260,1260,26,soft_pvc
1261,1261,23,wood
1262,1262,12,concrete
1263,1263,22,soft_tiles
1264,1264,0,concrete
1265,1265,0,concrete
1266,1266,0,concrete
1267,1267,18,soft_pvc
1268,1268,4,soft_tiles
1269,1269,18,soft_pvc
1270,1270,21,soft_tiles
1271,1271,28,tiled
1272,1272,8,tiled
1273,1273,23,wood
1274,1274,35,fine_concrete
1275,1275,11,tiled
1276,1276,18,soft_pvc
1277,1277,27,hard_tiles
1278,1278,23,wood
1279,1279,0,concrete
1280,1280,26,soft_pvc
1281,1281,21,soft_tiles
1282,1282,31,concrete
1283,1283,7,carpet
1284,1284,2,wood
1285,1285,22,soft_tiles
1286,1286,29,soft_pvc
1287,1287,34,soft_pvc
1288,1288,25,carpet
1289,1289,33,hard_tiles_large_space
1290,1290,34,soft_pvc
1291,1291,28,tiled
1292,1292,12,concrete
1293,1293,16,hard_tiles_large_space
1294,1294,6,soft_pvc
1295,1295,33,hard_tiles_large_space
1296,1296,10,wood
1297,1297,25,carpet
1298,1298,1,tiled
1299,1299,7,carpet
1300,1300,14,wood
1301,1301,2,wood
1302,1302,17,soft_tiles
1303,1303,26,soft_pvc
1304,1304,16,hard_tiles_large_space
1305,1305,23,wood
1306,1306,3,soft_pvc
1307,1307,19,soft_pvc
1308,1308,21,soft_tiles
1309,1309,34,soft_pvc
1310,1310,12,concrete
1311,1311,3,soft_pvc
1312,1312,34,soft_pvc
1313,1313,35,fine_concrete
1314,1314,4,soft_tiles
1315,1315,31,concrete
1316,1316,21,soft_tiles
1317,1317,31,concrete
1318,1318,35,fine_concrete
1319,1319,3,soft_pvc
1320,1320,12,concrete
1321,1321,31,concrete
1322,1322,19,soft_pvc
1323,1323,15,soft_tiles
1324,1324,21,soft_tiles
1325,1325,18,soft_pvc
1326,1326,11,tiled
1327,1327,4,soft_tiles
1328,1328,0,concrete
1329,1329,18,soft_pvc
1330,1330,20,concrete
1331,1331,9,soft_tiles
1332,1332,19,soft_pvc
1333,1333,14,wood
1334,1334,31,concrete
1335,1335,15,soft_tiles
1336,1336,33,hard_tiles_large_space
1337,1337,4,soft_tiles
1338,1338,35,fine_concrete
1339,1339,26,soft_pvc
1340,1340,14,wood
1341,1341,8,tiled
1342,1342,4,soft_tiles
1343,1343,33,hard_tiles_large_space
1344,1344,29,soft_pvc
1345,1345,12,concrete
1346,1346,25,carpet
1347,1347,2,wood
1348,1348,16,hard_tiles_large_space
1349,1349,11,tiled
1350,1350,6,soft_pvc
1351,1351,18,soft_pvc
1352,1352,26,soft_pvc
1353,1353,33,hard_tiles_large_space
1354,1354,7,carpet
1355,1355,34,soft_pvc
1356,1356,32,concrete
1357,1357,9,soft_tiles
1358,1358,10,wood
1359,1359,18,soft_pvc
1360,1360,8,tiled
1361,1361,10,wood
1362,1362,4,soft_tiles
1363,1363,14,wood
1364,1364,25,carpet
1365,1365,12,concrete
1366,1366,19,soft_pvc
1367,1367,7,carpet
1368,1368,33,hard_tiles_large_space
1369,1369,15,soft_tiles
1370,1370,28,tiled
1371,1371,8,tiled
1372,1372,12,concrete
1373,1373,15,soft_tiles
1374,1374,20,concrete
1375,1375,4,soft_tiles
1376,1376,21,soft_tiles
1377,1377,11,tiled
1378,1378,9,soft_tiles
1379,1379,7,carpet
1380,1380,15,soft_tiles
1381,1381,1,tiled
1382,1382,23,wood
1383,1383,23,wood
1384,1384,28,tiled
1385,1385,31,concrete
1386,1386,18,soft_pvc
1387,1387,29,soft_pvc
1388,1388,21,soft_tiles
1389,1389,29,soft_pvc
1390,1390,33,hard_tiles_large_space
1391,1391,13,fine_concrete
1392,1392,20,concrete
1393,1393,7,carpet
1394,1394,5,concrete
1395,1395,13,fine_concrete
1396,1396,4,soft_tiles
1397,1397,7,carpet
1398,1398,23,wood
1399,1399,27,hard_tiles
1400,1400,16,hard_tiles_large_space
1401,1401,22,soft_tiles
1402,1402,5,concrete
1403,1403,33,hard_tiles_large_space
1404,1404,34,soft_pvc
1405,1405,16,hard_tiles_large_space
1406,1406,21,soft_tiles
1407,1407,12,concrete
1408,1408,26,soft_pvc
1409,1409,21,soft_tiles
1410,1410,8,tiled
1411,1411,10,wood
1412,1412,17,soft_tiles
1413,1413,8,tiled
1414,1414,34,soft_pvc
1415,1415,12,concrete
1416,1416,11,tiled
1417,1417,6,soft_pvc
1418,1418,20,concrete
1419,1419,19,soft_pvc
1420,1420,0,concrete
1421,1421,7,carpet
1422,1422,31,concrete
1423,1423,6,soft_pvc
1424,1424,32,concrete
1425,1425,3,soft_pvc
1426,1426,0,concrete
1427,1427,7,carpet
1428,1428,30,fine_concrete
1429,1429,11,tiled
1430,1430,15,soft_tiles
1431,1431,7,carpet
1432,1432,8,tiled
1433,1433,33,hard_tiles_large_space
1434,1434,29,soft_pvc
1435,1435,18,soft_pvc
1436,1436,0,concrete
1437,1437,18,soft_pvc
1438,1438,34,soft_pvc
1439,1439,15,soft_tiles
1440,1440,23,wood
1441,1441,13,fine_concrete
1442,1442,33,hard_tiles_large_space
1443,1443,28,tiled
1444,1444,29,soft_pvc
1445,1445,29,soft_pvc
1446,1446,34,soft_pvc
1447,1447,16,hard_tiles_large_space
1448,1448,6,soft_pvc
1449,1449,26,soft_pvc
1450,1450,3,soft_pvc
1451,1451,19,soft_pvc
1452,1452,10,wood
1453,1453,0,concrete
1454,1454,27,hard_tiles
1455,1455,27,hard_tiles
1456,1456,10,wood
1457,1457,12,concrete
1458,1458,8,tiled
1459,1459,20,concrete
1460,1460,20,concrete
1461,1461,21,soft_tiles
1462,1462,7,carpet
1463,1463,3,soft_pvc
1464,1464,23,wood
1465,1465,35,fine_concrete
1466,1466,15,soft_tiles
1467,1467,34,soft_pvc
1468,1468,21,soft_tiles
1469,1469,23,wood
1470,1470,8,tiled
1471,1471,32,concrete
1472,1472,19,soft_pvc
1473,1473,20,concrete
1474,1474,9,soft_tiles
1475,1475,11,tiled
1476,1476,6,soft_pvc
1477,1477,19,soft_pvc
1478,1478,3,soft_pvc
1479,1479,0,concrete
1480,1480,26,soft_pvc
1481,1481,14,wood
1482,1482,14,wood
1483,1483,12,concrete
1484,1484,3,soft_pvc
1485,1485,13,fine_concrete
1486,1486,31,concrete
1487,1487,9,soft_tiles
1488,1488,6,soft_pvc
1489,1489,29,soft_pvc
1490,1490,22,soft_tiles
1491,1491,4,soft_tiles
1492,1492,29,soft_pvc
1493,1493,34,soft_pvc
1494,1494,6,soft_pvc
1495,1495,6,soft_pvc
1496,1496,13,fine_concrete
1497,1497,9,soft_tiles
1498,1498,22,soft_tiles
1499,1499,23,wood
1500,1500,21,soft_tiles
1501,1501,14,wood
1502,1502,14,wood
1503,1503,9,soft_tiles
1504,1504,3,soft_pvc
1505,1505,7,carpet
1506,1506,35,fine_concrete
1507,1507,35,fine_concrete
1508,1508,14,wood
1509,1509,7,carpet
1510,1510,32,concrete
1511,1511,11,tiled
1512,1512,18,soft_pvc
1513,1513,29,soft_pvc
1514,1514,11,tiled
1515,1515,26,soft_pvc
1516,1516,6,soft_pvc
1517,1517,4,soft_tiles
1518,1518,0,concrete
1519,1519,12,concrete
1520,1520,28,tiled
1521,1521,21,soft_tiles
1522,1522,13,fine_concrete
1523,1523,35,fine_concrete
1524,1524,0,concrete
1525,1525,11,tiled
1526,1526,28,tiled
1527,1527,8,tiled
1528,1528,33,hard_tiles_large_space
1529,1529,9,soft_tiles
1530,1530,4,soft_tiles
1531,1531,11,tiled
1532,1532,22,soft_tiles
1533,1533,13,fine_concrete
1534,1534,8,tiled
1535,1535,32,concrete
1536,1536,21,soft_tiles
1537,1537,13,fine_concrete
1538,1538,15,soft_tiles
1539,1539,10,wood
1540,1540,32,concrete
1541,1541,3,soft_pvc
1542,1542,20,concrete
1543,1543,3,soft_pvc
1544,1544,19,soft_pvc
1545,1545,3,soft_pvc
1546,1546,18,soft_pvc
1547,1547,22,soft_tiles
1548,1548,14,wood
1549,1549,4,soft_tiles
1550,1550,13,fine_concrete
1551,1551,9,soft_tiles
1552,1552,34,soft_pvc
1553,1553,22,soft_tiles
1554,1554,18,soft_pvc
1555,1555,33,hard_tiles_large_space
1556,1556,8,tiled
1557,1557,26,soft_pvc
1558,1558,29,soft_pvc
1559,1559,26,soft_pvc
1560,1560,35,fine_concrete
1561,1561,19,soft_pvc
1562,1562,29,soft_pvc
1563,1563,3,soft_pvc
1564,1564,1,tiled
1565,1565,15,soft_tiles
1566,1566,13,fine_concrete
1567,1567,28,tiled
1568,1568,21,soft_tiles
1569,1569,3,soft_pvc
1570,1570,19,soft_pvc
1571,1571,0,concrete
1572,1572,32,concrete
1573,1573,23,wood
1574,1574,25,carpet
1575,1575,31,concrete
1576,1576,14,wood
1577,1577,29,soft_pvc
1578,1578,31,concrete
1579,1579,16,hard_tiles_large_space
1580,1580,13,fine_concrete
1581,1581,8,tiled
1582,1582,9,soft_tiles
1583,1583,25,carpet
1584,1584,20,concrete
1585,1585,21,soft_tiles
1586,1586,16,hard_tiles_large_space
1587,1587,18,soft_pvc
1588,1588,21,soft_tiles
1589,1589,22,soft_tiles
1590,1590,0,concrete
1591,1591,7,carpet
1592,1592,15,soft_tiles
1593,1593,29,soft_pvc
1594,1594,7,carpet
1595,1595,10,wood
1596,1596,20,concrete
1597,1597,1,tiled
1598,1598,18,soft_pvc
1599,1599,35,fine_concrete
1600,1600,33,hard_tiles_large_space
1601,1601,4,soft_tiles
1602,1602,26,soft_pvc
1603,1603,31,concrete
1604,1604,11,tiled
1605,1605,18,soft_pvc
1606,1606,23,wood
1607,1607,20,concrete
1608,1608,13,fine_concrete
1609,1609,16,hard_tiles_large_space
1610,1610,27,hard_tiles
1611,1611,21,soft_tiles
1612,1612,28,tiled
1613,1613,19,soft_pvc
1614,1614,33,hard_tiles_large_space
1615,1615,10,wood
1616,1616,8,tiled
1617,1617,18,soft_pvc
1618,1618,32,concrete
1619,1619,22,soft_tiles
1620,1620,31,concrete
1621,1621,24,wood
1622,1622,4,soft_tiles
1623,1623,25,carpet
1624,1624,9,soft_tiles
1625,1625,13,fine_concrete
1626,1626,34,soft_pvc
1627,1627,4,soft_tiles
1628,1628,25,carpet
1629,1629,25,carpet
1630,1630,32,concrete
1631,1631,11,tiled
1632,1632,11,tiled
1633,1633,0,concrete
1634,1634,23,wood
1635,1635,2,wood
1636,1636,14,wood
1637,1637,3,soft_pvc
1638,1638,31,concrete
1639,1639,29,soft_pvc
1640,1640,17,soft_tiles
1641,1641,26,soft_pvc
1642,1642,33,hard_tiles_large_space
1643,1643,9,soft_tiles
1644,1644,24,wood
1645,1645,0,concrete
1646,1646,11,tiled
1647,1647,29,soft_pvc
1648,1648,11,tiled
1649,1649,33,hard_tiles_large_space
1650,1650,14,wood
1651,1651,21,soft_tiles
1652,1652,11,tiled
1653,1653,15,soft_tiles
1654,1654,7,carpet
1655,1655,23,wood
1656,1656,35,fine_concrete
1657,1657,33,hard_tiles_large_space
1658,1658,6,soft_pvc
1659,1659,0,concrete
1660,1660,14,wood
1661,1661,20,concrete
1662,1662,35,fine_concrete
1663,1663,32,concrete
1664,1664,12,concrete
1665,1665,3,soft_pvc
1666,1666,18,soft_pvc
1667,1667,32,concrete
1668,1668,31,concrete
1669,1669,7,carpet
1670,1670,13,fine_concrete
1671,1671,27,hard_tiles
1672,1672,8,tiled
1673,1673,34,soft_pvc
1674,1674,23,wood
1675,1675,4,soft_tiles
1676,1676,4,soft_tiles
1677,1677,4,soft_tiles
1678,1678,14,wood
1679,1679,24,wood
1680,1680,9,soft_tiles
1681,1681,15,soft_tiles
1682,1682,4,soft_tiles
1683,1683,22,soft_tiles
1684,1684,23,wood
1685,1685,12,concrete
1686,1686,12,concrete
1687,1687,19,soft_pvc
1688,1688,26,soft_pvc
1689,1689,23,wood
1690,1690,35,fine_concrete
1691,1691,12,concrete
1692,1692,14,wood
1693,1693,10,wood
1694,1694,35,fine_concrete
1695,1695,21,soft_tiles
1696,1696,22,soft_tiles
1697,1697,12,concrete
1698,1698,3,soft_pvc
1699,1699,16,hard_tiles_large_space
1700,1700,22,soft_tiles
1701,1701,25,carpet
1702,1702,8,tiled
1703,1703,69,soft_pvc
1704,1704,70,soft_pvc
1705,1705,71,tiled
1706,1706,70,soft_pvc
1707,1707,60,carpet
1708,1708,62,concrete
1709,1709,60,carpet
1710,1710,59,hard_tiles_large_space
1711,1711,45,wood
1712,1712,69,soft_pvc
1713,1713,56,soft_pvc
1714,1714,41,concrete
1715,1715,53,soft_pvc
1716,1716,56,soft_pvc
1717,1717,40,hard_tiles_large_space
1718,1718,68,fine_concrete
1719,1719,49,wood
1720,1720,46,wood
1721,1721,42,concrete
1722,1722,38,wood
1723,1723,61,concrete
1724,1724,71,tiled
1725,1725,61,concrete
1726,1726,43,wood
1727,1727,68,fine_concrete
1728,1728,51,soft_pvc
1729,1729,44,hard_tiles_large_space
1730,1730,55,tiled
1731,1731,65,wood
1732,1732,37,soft_pvc
1733,1733,40,hard_tiles_large_space
1734,1734,71,tiled
1735,1735,38,wood
1736,1736,57,concrete
1737,1737,46,wood
1738,1738,60,carpet
1739,1739,41,concrete
1740,1740,45,wood
1741,1741,54,tiled
1742,1742,42,concrete
1743,1743,44,hard_tiles_large_space
1744,1744,61,concrete
1745,1745,68,fine_concrete
1746,1746,69,soft_pvc
1747,1747,65,wood
1748,1748,43,wood
1749,1749,53,soft_pvc
1750,1750,72,fine_concrete
1751,1751,59,hard_tiles_large_space
1752,1752,64,tiled
1753,1753,44,hard_tiles_large_space
1754,1754,60,carpet
1755,1755,44,hard_tiles_large_space
1756,1756,66,tiled
1757,1757,36,fine_concrete
1758,1758,45,wood
1759,1759,45,wood
1760,1760,72,fine_concrete
1761,1761,62,concrete
1762,1762,40,hard_tiles_large_space
1763,1763,72,fine_concrete
1764,1764,38,wood
1765,1765,57,concrete
1766,1766,69,soft_pvc
1767,1767,46,wood
1768,1768,72,fine_concrete
1769,1769,60,carpet
1770,1770,53,soft_pvc
1771,1771,37,soft_pvc
1772,1772,48,fine_concrete
1773,1773,57,concrete
1774,1774,38,wood
1775,1775,62,concrete
1776,1776,38,wood
1777,1777,51,soft_pvc
1778,1778,49,wood
1779,1779,40,hard_tiles_large_space
1780,1780,41,concrete
1781,1781,62,concrete
1782,1782,54,tiled
1783,1783,68,fine_concrete
1784,1784,59,hard_tiles_large_space
1785,1785,65,wood
1786,1786,70,soft_pvc
1787,1787,43,wood
1788,1788,36,fine_concrete
1789,1789,48,fine_concrete
1790,1790,47,concrete
1791,1791,51,soft_pvc
1792,1792,53,soft_pvc
1793,1793,71,tiled
1794,1794,41,concrete
1795,1795,52,carpet
1796,1796,54,tiled
1797,1797,60,carpet
1798,1798,60,carpet
1799,1799,64,tiled
1800,1800,45,wood
1801,1801,57,concrete
1802,1802,54,tiled
1803,1803,38,wood
1804,1804,36,fine_concrete
1805,1805,70,soft_pvc
1806,1806,45,wood
1807,1807,43,wood
1808,1808,71,tiled
1809,1809,55,tiled
1810,1810,66,tiled
1811,1811,43,wood
1812,1812,37,soft_pvc
1813,1813,66,tiled
1814,1814,61,concrete
1815,1815,57,concrete
1816,1816,41,concrete
1817,1817,72,fine_concrete
1818,1818,54,tiled
1819,1819,48,fine_concrete
1820,1820,60,carpet
1821,1821,53,soft_pvc
1822,1822,62,concrete
1823,1823,42,concrete
1824,1824,49,wood
1825,1825,40,hard_tiles_large_space
1826,1826,68,fine_concrete
1827,1827,51,soft_pvc
1828,1828,51,soft_pvc
1829,1829,44,hard_tiles_large_space
1830,1830,53,soft_pvc
1831,1831,62,concrete
1832,1832,53,soft_pvc
1833,1833,54,tiled
1834,1834,60,carpet
1835,1835,43,wood
1836,1836,69,soft_pvc
1837,1837,42,concrete
1838,1838,53,soft_pvc
1839,1839,55,tiled
1840,1840,49,wood
1841,1841,45,wood
1842,1842,54,tiled
1843,1843,69,soft_pvc
1844,1844,55,tiled
1845,1845,61,concrete
1846,1846,40,hard_tiles_large_space
1847,1847,37,soft_pvc
1848,1848,39,concrete
1849,1849,40,hard_tiles_large_space
1850,1850,69,soft_pvc
1851,1851,42,concrete
1852,1852,45,wood
1853,1853,48,fine_concrete
1854,1854,65,wood
1855,1855,66,tiled
1856,1856,39,concrete
1857,1857,64,tiled
1858,1858,59,hard_tiles_large_space
1859,1859,48,fine_concrete
1860,1860,47,concrete
1861,1861,40,hard_tiles_large_space
1862,1862,41,concrete
1863,1863,41,concrete
1864,1864,46,wood
1865,1865,52,carpet
1866,1866,44,hard_tiles_large_space
1867,1867,60,carpet
1868,1868,41,concrete
1869,1869,44,hard_tiles_large_space
1870,1870,51,soft_pvc
1871,1871,47,concrete
1872,1872,70,soft_pvc
1873,1873,66,tiled
1874,1874,39,concrete
1875,1875,64,tiled
1876,1876,52,carpet
1877,1877,54,tiled
1878,1878,40,hard_tiles_large_space
1879,1879,59,hard_tiles_large_space
1880,1880,62,concrete
1881,1881,58,soft_pvc
1882,1882,53,soft_pvc
1883,1883,44,hard_tiles_large_space
1884,1884,51,soft_pvc
1885,1885,38,wood
1886,1886,61,concrete
1887,1887,61,concrete
1888,1888,66,tiled
1889,1889,61,concrete
1890,1890,45,wood
1891,1891,72,fine_concrete
1892,1892,48,fine_concrete
1893,1893,69,soft_pvc
1894,1894,70,soft_pvc
1895,1895,41,concrete
1896,1896,60,carpet
1897,1897,39,concrete
1898,1898,40,hard_tiles_large_space
1899,1899,38,wood
1900,1900,60,carpet
1901,1901,66,tiled
1902,1902,46,wood
1903,1903,54,tiled
1904,1904,72,fine_concrete
1905,1905,68,fine_concrete
1906,1906,68,fine_concrete
1907,1907,36,fine_concrete
1908,1908,59,hard_tiles_large_space
1909,1909,43,wood
1910,1910,70,soft_pvc
1911,1911,43,wood
1912,1912,54,tiled
1913,1913,52,carpet
1914,1914,62,concrete
1915,1915,60,carpet
1916,1916,54,tiled
1917,1917,44,hard_tiles_large_space
1918,1918,60,carpet
1919,1919,57,concrete
1920,1920,60,carpet
1921,1921,69,soft_pvc
1922,1922,65,wood
1923,1923,36,fine_concrete
1924,1924,44,hard_tiles_large_space
1925,1925,68,fine_concrete
1926,1926,55,tiled
1927,1927,48,fine_concrete
1928,1928,57,concrete
1929,1929,46,wood
1930,1930,60,carpet
1931,1931,72,fine_concrete
1932,1932,56,soft_pvc
1933,1933,66,tiled
1934,1934,50,concrete
1935,1935,56,soft_pvc
1936,1936,60,carpet
1937,1937,68,fine_concrete
1938,1938,62,concrete
1939,1939,59,hard_tiles_large_space
1940,1940,47,concrete
1941,1941,55,tiled
1942,1942,46,wood
1943,1943,43,wood
1944,1944,60,carpet
1945,1945,72,fine_concrete
1946,1946,69,soft_pvc
1947,1947,55,tiled
1948,1948,46,wood
1949,1949,51,soft_pvc
1950,1950,72,fine_concrete
1951,1951,49,wood
1952,1952,71,tiled
1953,1953,57,concrete
1954,1954,49,wood
1955,1955,47,concrete
1956,1956,51,soft_pvc
1957,1957,63,concrete
1958,1958,44,hard_tiles_large_space
1959,1959,72,fine_concrete
1960,1960,42,concrete
1961,1961,55,tiled
1962,1962,59,hard_tiles_large_space
1963,1963,39,concrete
1964,1964,43,wood
1965,1965,48,fine_concrete
1966,1966,63,concrete
1967,1967,47,concrete
1968,1968,37,soft_pvc
1969,1969,41,concrete
1970,1970,50,concrete
1971,1971,44,hard_tiles_large_space
1972,1972,45,wood
1973,1973,68,fine_concrete
1974,1974,69,soft_pvc
1975,1975,62,concrete
1976,1976,72,fine_concrete
1977,1977,54,tiled
1978,1978,68,fine_concrete
1979,1979,70,soft_pvc
1980,1980,37,soft_pvc
1981,1981,57,concrete
1982,1982,65,wood
1983,1983,48,fine_concrete
1984,1984,65,wood
1985,1985,42,concrete
1986,1986,47,concrete
1987,1987,38,wood
1988,1988,71,tiled
1989,1989,36,fine_concrete
1990,1990,49,wood
1991,1991,42,concrete
1992,1992,64,tiled
1993,1993,45,wood
1994,1994,70,soft_pvc
1995,1995,48,fine_concrete
1996,1996,59,hard_tiles_large_space
1997,1997,46,wood
1998,1998,40,hard_tiles_large_space
1999,1999,55,tiled
2000,2000,66,tiled
2001,2001,47,concrete
2002,2002,60,carpet
2003,2003,49,wood
2004,2004,59,hard_tiles_large_space
2005,2005,44,hard_tiles_large_space
2006,2006,61,concrete
2007,2007,68,fine_concrete
2008,2008,46,wood
2009,2009,60,carpet
2010,2010,57,concrete
2011,2011,38,wood
2012,2012,71,tiled
2013,2013,72,fine_concrete
2014,2014,51,soft_pvc
2015,2015,59,hard_tiles_large_space
2016,2016,40,hard_tiles_large_space
2017,2017,40,hard_tiles_large_space
2018,2018,51,soft_pvc
2019,2019,68,fine_concrete
2020,2020,72,fine_concrete
2021,2021,43,wood
2022,2022,48,fine_concrete
2023,2023,61,concrete
2024,2024,65,wood
2025,2025,61,concrete
2026,2026,71,tiled
2027,2027,39,concrete
2028,2028,69,soft_pvc
2029,2029,39,concrete
2030,2030,60,carpet
2031,2031,43,wood
2032,2032,72,fine_concrete
2033,2033,69,soft_pvc
2034,2034,54,tiled
2035,2035,59,hard_tiles_large_space
2036,2036,61,concrete
2037,2037,54,tiled
2038,2038,68,fine_concrete
2039,2039,39,concrete
2040,2040,38,wood
2041,2041,70,soft_pvc
2042,2042,44,hard_tiles_large_space
2043,2043,48,fine_concrete
2044,2044,48,fine_concrete
2045,2045,46,wood
2046,2046,71,tiled
2047,2047,37,soft_pvc
2048,2048,71,tiled
2049,2049,71,tiled
2050,2050,42,concrete
2051,2051,38,wood
2052,2052,53,soft_pvc
2053,2053,47,concrete
2054,2054,36,fine_concrete
2055,2055,49,wood
2056,2056,38,wood
2057,2057,71,tiled
2058,2058,43,wood
2059,2059,62,concrete
2060,2060,68,fine_concrete
2061,2061,53,soft_pvc
2062,2062,45,wood
2063,2063,63,concrete
2064,2064,60,carpet
2065,2065,49,wood
2066,2066,70,soft_pvc
2067,2067,46,wood
2068,2068,70,soft_pvc
2069,2069,71,tiled
2070,2070,43,wood
2071,2071,66,tiled
2072,2072,41,concrete
2073,2073,45,wood
2074,2074,50,concrete
2075,2075,48,fine_concrete
2076,2076,41,concrete
2077,2077,43,wood
2078,2078,69,soft_pvc
2079,2079,46,wood
2080,2080,57,concrete
2081,2081,71,tiled
2082,2082,36,fine_concrete
2083,2083,38,wood
2084,2084,72,fine_concrete
2085,2085,59,hard_tiles_large_space
2086,2086,45,wood
2087,2087,48,fine_concrete
2088,2088,36,fine_concrete
2089,2089,66,tiled
2090,2090,55,tiled
2091,2091,55,tiled
2092,2092,54,tiled
2093,2093,56,soft_pvc
2094,2094,71,tiled
2095,2095,72,fine_concrete
2096,2096,65,wood
2097,2097,72,fine_concrete
2098,2098,68,fine_concrete
2099,2099,45,wood
2100,2100,44,hard_tiles_large_space
2101,2101,53,soft_pvc
2102,2102,54,tiled
2103,2103,69,soft_pvc
2104,2104,65,wood
2105,2105,41,concrete
2106,2106,49,wood
2107,2107,70,soft_pvc
2108,2108,44,hard_tiles_large_space
2109,2109,47,concrete
2110,2110,70,soft_pvc
2111,2111,43,wood
2112,2112,41,concrete
2113,2113,72,fine_concrete
2114,2114,71,tiled
2115,2115,40,hard_tiles_large_space
2116,2116,64,tiled
2117,2117,70,soft_pvc
2118,2118,57,concrete
2119,2119,64,tiled
2120,2120,37,soft_pvc
2121,2121,43,wood
2122,2122,71,tiled
2123,2123,62,concrete
2124,2124,70,soft_pvc
2125,2125,65,wood
2126,2126,48,fine_concrete
2127,2127,41,concrete
2128,2128,70,soft_pvc
2129,2129,68,fine_concrete
2130,2130,66,tiled
2131,2131,65,wood
2132,2132,65,wood
2133,2133,38,wood
2134,2134,46,wood
2135,2135,47,concrete
2136,2136,55,tiled
2137,2137,47,concrete
2138,2138,42,concrete
2139,2139,72,fine_concrete
2140,2140,48,fine_concrete
2141,2141,49,wood
2142,2142,40,hard_tiles_large_space
2143,2143,46,wood
2144,2144,69,soft_pvc
2145,2145,72,fine_concrete
2146,2146,62,concrete
2147,2147,48,fine_concrete
2148,2148,65,wood
2149,2149,49,wood
2150,2150,68,fine_concrete
2151,2151,56,soft_pvc
2152,2152,65,wood
2153,2153,38,wood
2154,2154,49,wood
2155,2155,57,concrete
2156,2156,52,carpet
2157,2157,38,wood
2158,2158,43,wood
2159,2159,55,tiled
2160,2160,66,tiled
2161,2161,45,wood
2162,2162,43,wood
2163,2163,70,soft_pvc
2164,2164,55,tiled
2165,2165,72,fine_concrete
2166,2166,66,tiled
2167,2167,51,soft_pvc
2168,2168,71,tiled
2169,2169,72,fine_concrete
2170,2170,43,wood
2171,2171,62,concrete
2172,2172,61,concrete
2173,2173,65,wood
2174,2174,62,concrete
2175,2175,68,fine_concrete
2176,2176,53,soft_pvc
2177,2177,59,hard_tiles_large_space
2178,2178,64,tiled
2179,2179,55,tiled
2180,2180,65,wood
2181,2181,57,concrete
2182,2182,46,wood
2183,2183,45,wood
2184,2184,70,soft_pvc
2185,2185,40,hard_tiles_large_space
2186,2186,45,wood
2187,2187,45,wood
2188,2188,72,fine_concrete
2189,2189,42,concrete
2190,2190,38,wood
2191,2191,44,hard_tiles_large_space
